,연도,날짜,시간,연휴,추석기준,연휴길이,출발지,도착지,소요시간(분),요일,구분
703,2021,2021-09-21,21.0,추석,D,4.0,서울,부산,303.5,화,연휴
704,2021,2021-09-21,22.0,추석,D,4.0,서울,부산,286.183,화,연휴
705,2021,2021-09-21,23.0,추석,D,4.0,서울,부산,279.633,화,연휴
706,2021,2021-09-22,0.0,추석,D+1,5.0,서울,부산,269.3,수,연휴
707,2021,2021-09-22,1.0,추석,D+1,5.0,서울,부산,266.283,수,연휴
708,2021,2021-09-22,2.0,추석,D+1,5.0,서울,부산,263.25,수,연휴
709,2021,2021-09-22,3.0,추석,D+1,5.0,서울,부산,256.383,수,연휴
710,2021,2021-09-22,4.0,추석,D+1,5.0,서울,부산,265.983,수,연휴
711,2021,2021-09-22,5.0,추석,D+1,5.0,서울,부산,240.2995,수,연휴
712,2021,2021-09-22,6.0,추석,D+1,5.0,서울,부산,237.783,수,연휴
713,2021,2021-09-22,7.0,추석,D+1,5.0,서울,부산,268.016,수,연휴
714,2021,2021-09-22,8.0,추석,D+1,5.0,서울,부산,242.083,수,연휴
715,2021,2021-09-22,9.0,추석,D+1,5.0,서울,부산,248.358,수,연휴
716,2021,2021-09-22,10.0,추석,D+1,5.0,서울,부산,247.9995,수,연휴
717,2021,2021-09-22,11.0,추석,D+1,5.0,서울,부산,259.866,수,연휴
718,2021,2021-09-22,12.0,추석,D+1,5.0,서울,부산,262.16633333333334,수,연휴
719,2021,2021-09-22,13.0,추석,D+1,5.0,서울,부산,266.358,수,연휴
720,2021,2021-09-22,14.0,추석,D+1,5.0,서울,부산,270.541,수,연휴
721,2021,2021-09-22,15.0,추석,D+1,5.0,서울,부산,273.558,수,연휴
722,2021,2021-09-22,16.0,추석,D+1,5.0,서울,부산,258.74966666666666,수,연휴
723,2021,2021-09-22,17.0,추석,D+1,5.0,서울,부산,276.816,수,연휴
724,2021,2021-09-22,18.0,추석,D+1,5.0,서울,부산,269.5415,수,연휴
725,2021,2021-09-22,19.0,추석,D+1,5.0,서울,부산,267.333,수,연휴
726,2021,2021-09-22,20.0,추석,D+1,5.0,서울,부산,250.208,수,연휴
727,2021,2021-09-22,21.0,추석,D+1,5.0,서울,부산,277.483,수,연휴
728,2021,2021-09-22,22.0,추석,D+1,5.0,서울,부산,270.683,수,연휴
729,2021,2021-09-22,23.0,추석,D+1,5.0,서울,부산,263.866,수,연휴
730,2021,2021-09-23,0.0,추석,D+2,6.0,서울,부산,225.483,목,평일
731,2021,2021-09-23,5.0,추석,D+2,6.0,서울,부산,,목,평일
732,2021,2021-09-23,6.0,추석,D+2,6.0,서울,부산,227.116,목,평일
733,2021,2021-09-23,7.0,추석,D+2,6.0,서울,부산,236.983,목,평일
734,2021,2021-09-23,8.0,추석,D+2,6.0,서울,부산,218.4,목,평일
735,2021,2021-09-23,9.0,추석,D+2,6.0,서울,부산,215.458,목,평일
736,2021,2021-09-23,10.0,추석,D+2,6.0,서울,부산,225.9495,목,평일
737,2021,2021-09-23,11.0,추석,D+2,6.0,서울,부산,236.3245,목,평일
738,2021,2021-09-23,12.0,추석,D+2,6.0,서울,부산,240.983,목,평일
739,2021,2021-09-23,13.0,추석,D+2,6.0,서울,부산,243.108,목,평일
740,2021,2021-09-23,14.0,추석,D+2,6.0,서울,부산,249.094,목,평일
741,2021,2021-09-23,15.0,추석,D+2,6.0,서울,부산,259.14966666666663,목,평일
742,2021,2021-09-23,16.0,추석,D+2,6.0,서울,부산,263.1665,목,평일
743,2021,2021-09-23,17.0,추석,D+2,6.0,서울,부산,243.616,목,평일
744,2021,2021-09-23,18.0,추석,D+2,6.0,서울,부산,254.216,목,평일
745,2021,2021-09-23,19.0,추석,D+2,6.0,서울,부산,256.516,목,평일
746,2021,2021-09-23,20.0,추석,D+2,6.0,서울,부산,258.8,목,평일
747,2021,2021-09-23,21.0,추석,D+2,6.0,서울,부산,265.433,목,평일
748,2021,2021-09-23,22.0,추석,D+2,6.0,서울,부산,300.65,목,평일
749,2021,2021-09-24,0.0,추석,D+3,7.0,서울,부산,233.333,금,평일
750,2021,2021-09-24,1.0,추석,D+3,7.0,서울,부산,293.716,금,평일
751,2021,2021-09-24,2.0,추석,D+3,7.0,서울,부산,281.9,금,평일
752,2021,2021-09-24,3.0,추석,D+3,7.0,서울,부산,270.1,금,평일
753,2021,2021-09-24,4.0,추석,D+3,7.0,서울,부산,258.283,금,평일
754,2021,2021-09-24,5.0,추석,D+3,7.0,서울,부산,246.466,금,평일
755,2021,2021-09-24,6.0,추석,D+3,7.0,서울,부산,253.183,금,평일
756,2021,2021-09-24,7.0,추석,D+3,7.0,서울,부산,266.566,금,평일
757,2021,2021-09-24,8.0,추석,D+3,7.0,서울,부산,269.316,금,평일
758,2021,2021-09-24,9.0,추석,D+3,7.0,서울,부산,266.5495,금,평일
759,2021,2021-09-24,10.0,추석,D+3,7.0,서울,부산,264.2165,금,평일
760,2021,2021-09-24,11.0,추석,D+3,7.0,서울,부산,269.641,금,평일
761,2021,2021-09-24,12.0,추석,D+3,7.0,서울,부산,271.266,금,평일
762,2021,2021-09-24,13.0,추석,D+3,7.0,서울,부산,266.3415,금,평일
763,2021,2021-09-24,14.0,추석,D+3,7.0,서울,부산,263.083,금,평일
764,2021,2021-09-24,15.0,추석,D+3,7.0,서울,부산,272.441,금,평일
765,2021,2021-09-24,16.0,추석,D+3,7.0,서울,부산,271.983,금,평일
766,2021,2021-09-24,17.0,추석,D+3,7.0,서울,부산,279.772,금,평일
767,2021,2021-09-24,18.0,추석,D+3,7.0,서울,부산,277.775,금,평일
768,2021,2021-09-24,19.0,추석,D+3,7.0,서울,부산,286.816,금,평일
769,2021,2021-09-24,20.0,추석,D+3,7.0,서울,부산,301.116,금,평일
770,2021,2021-09-24,21.0,추석,D+3,7.0,서울,부산,315.433,금,평일
771,2021,2021-09-24,22.0,추석,D+3,7.0,서울,부산,329.733,금,평일
