,충전소명,충전소ID,충전기ID,충전기타입,주소,상세위치,이용가능시간,lat,long,기관 아이디,기관명,운영기관명,운영기관연락처,충전기상태,상태갱신일시,마지막 충전시작일시,마지막 충전종료일시,충전중 시작일시,,충전용량,충전방식,지역코드,지역구분 상세 코드,충전소 구분 코드,충전소 구분 상세코드,주차료무료,충전소 안내,이용자 제한,이용제한 사유,삭제 여부,삭제 사유
62208,명지대학교 자연캠퍼스,JE130067,3,2,경기도 용인시 처인구 명지로 116,,24시간 이용가능,37.221417,127.186017,JE,제주전기자동차서비스,제주전기자동차서비스,1670-2690,2,20220921203601.0,20220920160019.0,20220920220149.0,20220920160019.0,,,,41,41460.0,J0,J001,Y,,N,,N,
62209,명지대학교 자연캠퍼스,JE130067,4,2,경기도 용인시 처인구 명지로 116,,24시간 이용가능,37.221417,127.186017,JE,제주전기자동차서비스,제주전기자동차서비스,1670-2690,2,20220921194801.0,20220919131200.0,20220919141942.0,20220919131200.0,,,,41,41460.0,J0,J001,Y,,N,,N,
62210,명지대학교 자연캠퍼스,JE130067,5,2,경기도 용인시 처인구 명지로 116,,24시간 이용가능,37.221417,127.186017,JE,제주전기자동차서비스,제주전기자동차서비스,1670-2690,2,20220921175702.0,20220921082140.0,20220921113917.0,20220921082140.0,,,,41,41460.0,J0,J001,Y,,N,,N,
62211,명지대학교 자연캠퍼스,JE130067,6,2,경기도 용인시 처인구 명지로 116,,24시간 이용가능,37.221417,127.186017,JE,제주전기자동차서비스,제주전기자동차서비스,1670-2690,2,20220921164804.0,20220921132903.0,20220921155513.0,20220921132903.0,,,,41,41460.0,J0,J001,Y,,N,,N,
62233,경희마크329,JE130081,1,2,경기도 용인시 기흥구 서천로127번길 11-5,,24시간 이용가능,37.23688264,127.07335752,JE,제주전기자동차서비스,(주)제주전기자동차서비스,1670-2690,9,20220409071310.0,20220408114058.0,20220408171238.0,20220408114058.0,,,,41,41460.0,E0,E003,Y,,Y,부분개방,N,
62234,경희마크329,JE130081,2,2,경기도 용인시 기흥구 서천로127번길 11-5,,24시간 이용가능,37.23688264,127.07335752,JE,제주전기자동차서비스,(주)제주전기자동차서비스,1670-2690,9,20220409065810.0,20220401174457.0,20220402103426.0,20220401174457.0,,,,41,41460.0,E0,E003,Y,,Y,부분개방,N,
62235,경희마크329,JE130081,3,2,경기도 용인시 기흥구 서천로127번길 11-5,,24시간 이용가능,37.23688264,127.07335752,JE,제주전기자동차서비스,(주)제주전기자동차서비스,1670-2690,2,20220921141828.0,20220715124335.0,20220715141001.0,20220715124335.0,,,,41,41460.0,E0,E003,Y,,Y,부분개방,N,
62236,경희마크329,JE130081,4,2,경기도 용인시 기흥구 서천로127번길 11-5,,24시간 이용가능,37.23688264,127.07335752,JE,제주전기자동차서비스,(주)제주전기자동차서비스,1670-2690,2,20220921120300.0,20220916115139.0,20220916143737.0,20220916115139.0,,,,41,41460.0,E0,E003,Y,,Y,부분개방,N,
62303,신동백두산위브더제니스상가,JE130104,1,6,경기도 용인시 기흥구 동백죽전대로 507,상가 주차장,24시간 이용가능,37.283898907,127.15006505,JE,제주전기자동차서비스,제주전기자동차서비스,1670-2690,2,20220921160007.0,20220921144748.0,20220921155732.0,20220921144748.0,,50.0,단독,41,41460.0,G0,G004,Y,,N,,N,
62304,신동백두산위브더제니스상가,JE130104,2,2,경기도 용인시 기흥구 동백죽전대로 507,상가 주차장,24시간 이용가능,37.283898907,127.15006505,JE,제주전기자동차서비스,제주전기자동차서비스,1670-2690,2,20220920093305.0,20220919225951.0,20220920093102.0,20220919225951.0,,7.0,단독,41,41460.0,G0,G004,Y,,N,,N,
63016,용인갈현현대홈타운505동,KE000059,1,2,경기도 용인시 기흥구 관곡로 16,505동 지하1층주차장,24시간 이용가능,37.2820704,127.1069854,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921012005.0,20220920173149.0,20220921011000.0,20220920173149.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,Y,거주자외 출입제한,N,
63017,용인갈현현대홈타운505동,KE000059,2,2,경기도 용인시 기흥구 관곡로 16,505동 지하1층주차장,24시간 이용가능,37.2820704,127.1069854,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921152506.0,20220921111146.0,20220921152127.0,20220921111146.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,Y,거주자외 출입제한,N,
63198,용인교동마을현대홈타운109동,KE000129,1,2,경기도 용인시 기흥구 마북로 124-9,지하1층 제4주차장 109동,24시간 이용가능,37.3003995,127.1250487,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,3,20220921191506.0,20220921190500.0,20220920220027.0,20220921190500.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63199,용인교동마을현대홈타운109동,KE000129,2,2,경기도 용인시 기흥구 마북로 124-9,지하1층 제4주차장 109동,24시간 이용가능,37.3003995,127.1250487,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,3,20220921191006.0,20220921190916.0,20220919135412.0,20220921190916.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63200,용인교동마을현대홈타운103동,KE000130,1,2,경기도 용인시 기흥구 마북로 124-9,지하2층 제2주차장 103동 계단 입구 앞,24시간 이용가능,37.3003995,127.1250487,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921083507.0,20220920225116.0,20220921082518.0,20220920225116.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63201,용인교동마을현대홈타운103동,KE000130,2,2,경기도 용인시 기흥구 마북로 124-9,지하2층 제2주차장 103동 계단 입구 앞,24시간 이용가능,37.3003995,127.1250487,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220919233007.0,20220919183536.0,20220919232758.0,20220919183536.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63202,용인교동마을현대홈타운103동,KE000130,3,2,경기도 용인시 기흥구 마북로 124-9,지하2층 제2주차장 103동 계단 입구 앞,24시간 이용가능,37.3003995,127.1250487,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921201506.0,20220921172620.0,20220921200609.0,20220921172620.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63251,용인서천2차아이파크605동,KE000149,1,2,경기도 용인시 기흥구 서천동로21번길 11-22,"605동 3,4라인 지하3층 우측",24시간 이용가능,37.2412018,127.076313,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220920233507.0,20220920214241.0,20220920233306.0,20220920214241.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63252,용인서천2차아이파크605동,KE000149,2,2,경기도 용인시 기흥구 서천동로21번길 11-22,"605동 3,4라인 지하3층 우측",24시간 이용가능,37.2412018,127.076313,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220921033008.0,20220921000013.0,20220921032719.0,20220921000013.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63253,용인서천2차아이파크605동,KE000149,3,2,경기도 용인시 기흥구 서천동로21번길 11-22,"605동 3,4라인 지하3층 우측",24시간 이용가능,37.2412018,127.076313,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,3,20220921185008.0,20220921184649.0,20220920230110.0,20220921184649.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63254,용인서천2차아이파크605동,KE000149,4,2,경기도 용인시 기흥구 서천동로21번길 11-22,"605동 3,4라인 지하3층 우측",24시간 이용가능,37.2412018,127.076313,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,3,20220921184007.0,20220921183542.0,20220920205528.0,20220921183542.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63255,용인서천2차아이파크605동,KE000149,5,2,경기도 용인시 기흥구 서천동로21번길 11-22,"605동 3,4라인 지하3층 우측",24시간 이용가능,37.2412018,127.076313,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220921044006.0,20220920224909.0,20220921043003.0,20220920224909.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63261,용인광교경남아너스빌4304동,KE000151,1,2,경기도 용인시 수지구 광교마을로 2,4304동 지하2층 B08 기둥죄측,24시간 이용가능,37.2980657,127.0676787,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220921011507.0,20220920173503.0,20220921011358.0,20220920173503.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한),N,
63262,용인광교경남아너스빌4304동,KE000151,2,2,경기도 용인시 수지구 광교마을로 2,4304동 지하2층 B08 기둥죄측,24시간 이용가능,37.2980657,127.0676787,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220921084506.0,20220921065147.0,20220921083515.0,20220921065147.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한),N,
63462,용인수지금호베스트빌디에듀2주차장,KE000240,1,2,경기도 용인시 수지구 상현로 59,2주차장 지하1층 2-6기둥 우측,24시간 이용가능,37.3047341,127.0794111,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220921202507.0,20220921182844.0,20220921201536.0,20220921182844.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63463,용인수지금호베스트빌디에듀2주차장,KE000240,2,2,경기도 용인시 수지구 상현로 59,2주차장 지하1층 2-6기둥 우측,24시간 이용가능,37.3047341,127.0794111,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,3,20220921203009.0,20220921202636.0,20220921024655.0,20220921202636.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63464,용인수지금호베스트빌디에듀1주차장,KE000241,1,2,경기도 용인시 수지구 상현로 59,1주차장 지하2층 3-6기둥 좌측,24시간 이용가능,37.3039843,127.0799257,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220920015508.0,20220919230329.0,20220920014046.0,20220919230329.0,,7.0,단독,41,41460.0,H0,H001,Y,,N,거주자외 출입제한,N,
63465,용인수지금호베스트빌디에듀1주차장,KE000241,2,2,경기도 용인시 수지구 상현로 59,1주차장 지하2층 3-6기둥 좌측,24시간 이용가능,37.3039843,127.0799257,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220917065010.0,20220916201640.0,20220917064948.0,20220916201640.0,,7.0,단독,41,41460.0,H0,H001,Y,,N,거주자외 출입제한,N,
63466,용인수지금호베스트빌디에듀1주차장,KE000241,3,2,경기도 용인시 수지구 상현로 59,1주차장 지하2층 3-6기둥 좌측,24시간 이용가능,37.3039843,127.0799257,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220918040508.0,20220917191235.0,20220918040248.0,20220917191235.0,,7.0,단독,41,41460.0,H0,H001,Y,,N,거주자외 출입제한,N,
63513,용인기흥두진,KE000264,1,2,경기도 용인시 기흥구 덕영대로2077번길 8,"지하2층 A 좌,우측",24시간 이용가능,37.268878,127.096031,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220918232508.0,20220918202526.0,20220918232221.0,20220918202526.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63514,용인기흥두진,KE000264,2,2,경기도 용인시 기흥구 덕영대로2077번길 8,"지하2층 A 좌,우측",24시간 이용가능,37.268878,127.096031,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220919170511.0,20220919132143.0,20220919165541.0,20220919132143.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63515,용인기흥두진,KE000264,3,2,경기도 용인시 기흥구 덕영대로2077번길 8,"지하2층 A 좌,우측",24시간 이용가능,37.268878,127.096031,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921011008.0,20220920230633.0,20220921010755.0,20220920230633.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63516,용인기흥두진,KE000264,4,2,경기도 용인시 기흥구 덕영대로2077번길 8,"지하2층 A 좌,우측",24시간 이용가능,37.268878,127.096031,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921002508.0,20220920201609.0,20220921002445.0,20220920201608.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63519,용인서홍마을한일102동,KE000266,1,2,경기도 용인시 수지구 신봉1로48번길 29,지하1층주차장 102~103동사이,24시간 이용가능,37.324543,127.0810869,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220918032008.0,20220917213717.0,20220918031902.0,20220917213717.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63520,용인서홍마을한일102동,KE000266,2,2,경기도 용인시 수지구 신봉1로48번길 29,지하1층주차장 102~103동사이,24시간 이용가능,37.324543,127.0810869,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220920040010.0,20220920003934.0,20220920035630.0,20220920003934.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63600,용인레이크포레,KE000298,1,2,경기도 용인시 수지구 광교호수로 431,지하1층 30기둥,24시간 이용가능,37.3029229,127.0843442,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220920223509.0,20220920175223.0,20220920223424.0,20220920175223.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63601,용인레이크포레,KE000298,2,2,경기도 용인시 수지구 광교호수로 431,지하1층 30기둥,24시간 이용가능,37.3029229,127.0843442,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220917204508.0,20220917190610.0,20220917203649.0,20220917190610.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민 외 사용불가,N,거주자외 출입제한,N,
63959,용인구성휴먼시아물푸레마을325동,KE000462,1,2,경기도 용인시 기흥구 구성3로 65,325동 지하1층,24시간 이용가능,37.2996786,127.1510402,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,3,20220921195011.0,20220921194842.0,20220920034701.0,20220921194842.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
63960,용인구성휴먼시아물푸레마을325동,KE000462,2,2,경기도 용인시 기흥구 구성3로 65,325동 지하1층,24시간 이용가능,37.2996786,127.1510402,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220920223511.0,20220920191930.0,20220920223354.0,20220920191930.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
63961,용인구성휴먼시아물푸레마을325동,KE000462,3,2,경기도 용인시 기흥구 구성3로 65,325동 지하1층,24시간 이용가능,37.2996786,127.1510402,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921010017.0,20220920203028.0,20220921005045.0,20220920203028.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
63962,용인구성휴먼시아물푸레마을325동,KE000462,4,2,경기도 용인시 기흥구 구성3로 65,325동 지하1층,24시간 이용가능,37.2996786,127.1510402,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220919100655.0,20220919014038.0,20220919095905.0,20220919014038.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
63963,용인구성휴먼시아물푸레마을325동,KE000462,5,2,경기도 용인시 기흥구 구성3로 65,325동 지하1층,24시간 이용가능,37.2996786,127.1510402,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921010017.0,20220920201637.0,20220921005736.0,20220920201637.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64002,용인샘골마을풍성신미주203동,KE000474,1,2,경기도 용인시 처인구 이동읍 백옥대로587번길 7,"203동 1,2라인 앞 지하1층",24시간 이용가능,37.1891915,127.2048322,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220920030015.0,20220804214749.0,20220805025243.0,20220804214749.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64003,용인샘골마을풍성신미주203동,KE000474,2,2,경기도 용인시 처인구 이동읍 백옥대로587번길 7,"203동 1,2라인 앞 지하1층",24시간 이용가능,37.1891915,127.2048322,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220915193512.0,20220830120420.0,20220830130240.0,20220830120420.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64004,용인샘골마을풍성신미주203동,KE000474,3,2,경기도 용인시 처인구 이동읍 백옥대로587번길 7,"203동 1,2라인 앞 지하1층",24시간 이용가능,37.1891915,127.2048322,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220916072514.0,20220825184021.0,20220825214942.0,20220825184021.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64005,용인샘골마을풍성신미주203동,KE000474,4,2,경기도 용인시 처인구 이동읍 백옥대로587번길 7,"203동 1,2라인 앞 지하1층",24시간 이용가능,37.1891915,127.2048322,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220906120019.0,20220621133311.0,20220621133327.0,20220621133311.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64006,용인샘골마을풍성신미주203동,KE000474,5,2,경기도 용인시 처인구 이동읍 백옥대로587번길 7,"203동 1,2라인 앞 지하1층",24시간 이용가능,37.1891915,127.2048322,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921190510.0,20220816145033.0,20220816145558.0,20220816145033.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64064,용인LG자이1단지,KE000500,1,2,경기도 용인시 기흥구 보정로 88,지하2층 램프옆,24시간 이용가능,37.3169568,127.1165005,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220921202510.0,20220921172923.0,20220921201508.0,20220921172923.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64065,용인LG자이1단지,KE000500,2,2,경기도 용인시 기흥구 보정로 88,지하2층 램프옆,24시간 이용가능,37.3169568,127.1165005,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220919161444.0,20220919151335.0,20220919154548.0,20220919151335.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64066,용인LG자이1단지,KE000500,3,2,경기도 용인시 기흥구 보정로 88,지하2층 램프옆,24시간 이용가능,37.3169568,127.1165005,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,2,20220920191011.0,20220920170749.0,20220920190643.0,20220920170749.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64232,용인광교산한양수자인302동,KE000562,1,2,경기도 용인시 수지구 태봉로 17,경기도 용인시 수지구 신봉동 1024[302동 1층],24시간 이용가능,37.3351663,127.0558268,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,3,20220921203512.0,20220921203330.0,20220921061925.0,20220921203330.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64233,용인광교산한양수자인302동,KE000562,2,2,경기도 용인시 수지구 태봉로 17,경기도 용인시 수지구 신봉동 1024[302동 1층],24시간 이용가능,37.3351663,127.0558268,KE,한국전기차인프라기술,한국전기차인프라기술,18776546,2,20220921201512.0,20220921180656.0,20220921200939.0,20220921180656.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64308,용인심곡마을광교힐스테이트,KE000588,1,2,경기도 용인시 수지구 수지로 75,A주차장 지하1층 A 120 기둥좌측,24시간 이용가능,37.3082513,127.0743003,KE,한국전기차인프라기술,한국전기차인프라기술,1877-6546,3,20220921151743.0,20220921151351.0,20220921144130.0,20220921151351.0,,7.0,단독,41,41460.0,H0,H001,Y,입주자 외 사용불가,N,거주자외 출입제한,N,
64831,한보라9단지,KL001160,1,2,경기도 용인시 기흥구 한보라2로 167,지하1층 주차장,06:00~24:00,37.243582,127.107885,KL,클린일렉스,(주)클린일렉스,1811-1350,3,20220921183602.0,20220917205806.0,20220917235333.0,20220921183439.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
64832,한보라9단지,KL001160,2,2,경기도 용인시 기흥구 한보라2로 167,지하1층 주차장,06:00~24:00,37.243582,127.107885,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220906165401.0,20220906152714.0,20220906164730.0,20220906152714.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
64833,한보라9단지,KL001160,3,2,경기도 용인시 기흥구 한보라2로 167,지하1층 주차장,06:00~24:00,37.243582,127.107885,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921085402.0,20220921065113.0,20220921084642.0,20220921065113.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
64834,한보라9단지,KL001160,4,2,경기도 용인시 기흥구 한보라2로 167,지하1층 주차장,06:00~24:00,37.243582,127.107885,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220920131415.0,20220910222655.0,20220911015000.0,20220910222655.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
64835,한보라9단지,KL001160,5,2,경기도 용인시 기흥구 한보라2로 167,지하1층 주차장,06:00~24:00,37.243582,127.107885,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220920205603.0,20220920192959.0,20220920205031.0,20220920192959.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
64836,한보라9단지,KL001160,6,2,경기도 용인시 기흥구 한보라2로 167,지하1층 주차장,06:00~24:00,37.243582,127.107885,KL,클린일렉스,(주)클린일렉스,1811-1350,3,20220921183801.0,20220921183527.0,19700101090000.0,20220921183527.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
64837,한보라9단지,KL001160,7,2,경기도 용인시 기흥구 한보라2로 167,지하1층 주차장,06:00~24:00,37.243582,127.107885,KL,클린일렉스,(주)클린일렉스,1811-1350,4,20220920201402.0,20220920195419.0,20220920201341.0,20220920195419.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65043,벽산4단지아파트,KL001213,1,2,경기도 용인시 수지구 용구대로2801번길 41,401동 지하1층/403동 지하1층,09:00~18:00,37.33454,127.104934,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220920091232.0,20211027130621.0,19700101090000.0,20211027130621.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65044,벽산4단지아파트,KL001213,2,2,경기도 용인시 수지구 용구대로2801번길 41,401동 지하1층/403동 지하1층,09:00~18:00,37.33454,127.104934,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921144406.0,20220920192126.0,20220921143648.0,20220920192126.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65045,벽산4단지아파트,KL001213,3,2,경기도 용인시 수지구 용구대로2801번길 41,401동 지하1층/403동 지하1층,09:00~18:00,37.33454,127.104934,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921031002.0,20211021181914.0,20211021200229.0,20211021181914.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65046,벽산4단지아파트,KL001213,4,2,경기도 용인시 수지구 용구대로2801번길 41,401동 지하1층/403동 지하1층,09:00~18:00,37.33454,127.104934,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921110529.0,20220920234108.0,20220921025652.0,20220920234108.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65047,벽산4단지아파트,KL001213,5,2,경기도 용인시 수지구 용구대로2801번길 41,401동 지하1층/403동 지하1층,09:00~18:00,37.33454,127.104934,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921164803.0,20220921162107.0,20220921164621.0,20220921162107.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65048,벽산4단지아파트,KL001213,6,2,경기도 용인시 수지구 용구대로2801번길 41,401동 지하1층/403동 지하1층,09:00~18:00,37.33454,127.104934,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220920205004.0,20220920190706.0,20220920204231.0,20220920190706.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65062,새릉골품림아파트,KL001217,1,2,경기도 용인시 기흥구 기흥로116번길 7,지하주차장,09:00~18:00,37.286848,127.112269,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220920044403.0,20220919224730.0,20220920043813.0,20220919224730.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65063,새릉골품림아파트,KL001217,2,2,경기도 용인시 기흥구 기흥로116번길 7,지하주차장,09:00~18:00,37.286848,127.112269,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220915194005.0,20220915154417.0,20220915193427.0,20220915154417.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65064,새릉골품림아파트,KL001217,3,2,경기도 용인시 기흥구 기흥로116번길 7,지하주차장,09:00~18:00,37.286848,127.112269,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921041803.0,20211026155521.0,20211026184200.0,20211026155521.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65065,새릉골품림아파트,KL001217,4,2,경기도 용인시 기흥구 기흥로116번길 7,지하주차장,09:00~18:00,37.286848,127.112269,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921140712.0,20220921115238.0,20220921135857.0,20220921115238.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
65459,효심의료재단용인서울병원,KL001337,1,2,경기도 용인시 처인구 고림로 81,지하1층 주차장,24시간 이용가능,37.2403912,127.2145364,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220915205403.0,20220903184059.0,20220903194943.0,20220903184059.0,,,,41,41460.0,I0,I001,Y,,N,,N,
65460,효심의료재단용인서울병원,KL001337,2,2,경기도 용인시 처인구 고림로 81,지하1층 주차장,24시간 이용가능,37.2403912,127.2145364,KL,클린일렉스,(주)클린일렉스,1811-1350,3,20220921184403.0,20220920183407.0,20220921002425.0,20220921184144.0,,,,41,41460.0,I0,I001,Y,,N,,N,
66156,보성아파트,KL001610,1,2,경기도 용인시 처인구 명지로 15-33,지하주차장 전기실 옆 기둥,09:00~18:00,37.2351717,127.1908773,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921041402.0,20210204170920.0,20210204211927.0,20210204170920.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
66157,보성아파트,KL001610,2,2,경기도 용인시 처인구 명지로 15-33,지하주차장 전기실 옆 기둥,09:00~18:00,37.2351717,127.1908773,KL,클린일렉스,(주)클린일렉스,1811-1350,2,20220921091210.0,20210131134410.0,19700101090000.0,20210131134410.0,,,,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
